seed_per_class,method,method_label,model,train_size,synthetic_count,accuracy
17,mixup_jitter,Mixup + Jitter,GRU,408,85,0.11278195488721804
17,mixup_jitter,Mixup + Jitter,LSTM,408,85,0.11654135338345864
17,mixup_jitter,Mixup + Jitter,CNN-GRU,408,85,0.33458646616541354
17,mixup_jitter,Mixup + Jitter,RandomForest,408,85,0.9323308270676691
17,permutation,Permutation + Jitter,1D-CNN,408,85,0.8609022556390977
17,permutation,Permutation + Jitter,GRU,408,85,0.10902255639097744
17,permutation,Permutation + Jitter,LSTM,408,85,0.10150375939849623
17,permutation,Permutation + Jitter,CNN-GRU,408,85,0.3233082706766917
17,permutation,Permutation + Jitter,RandomForest,408,85,0.9285714285714286
17,time_shift,Time Shift + Jitter,1D-CNN,408,85,0.9022556390977443
17,time_shift,Time Shift + Jitter,GRU,408,85,0.11278195488721804
17,time_shift,Time Shift + Jitter,LSTM,408,85,0.09774436090225563
17,time_shift,Time Shift + Jitter,CNN-GRU,408,85,0.32706766917293234
17,time_shift,Time Shift + Jitter,RandomForest,408,85,0.9548872180451128
17,time_warp,Time Warping + Jitter,1D-CNN,408,85,0.8796992481203008
17,time_warp,Time Warping + Jitter,GRU,408,85,0.11278195488721804
17,time_warp,Time Warping + Jitter,LSTM,408,85,0.11654135338345864
17,time_warp,Time Warping + Jitter,CNN-GRU,408,85,0.3383458646616541
17,time_warp,Time Warping + Jitter,RandomForest,408,85,0.9323308270676691
18,seed_only,Seed Only (No Synthetic),1D-CNN,342,0,0.849624060150376
18,seed_only,Seed Only (No Synthetic),GRU,342,0,0.10526315789473684
18,seed_only,Seed Only (No Synthetic),LSTM,342,0,0.15789473684210525
18,seed_only,Seed Only (No Synthetic),CNN-GRU,342,0,0.30451127819548873
18,seed_only,Seed Only (No Synthetic),RandomForest,342,0,0.9210526315789473
18,magnitude_scaling,Magnitude Scaling + Jitter,1D-CNN,432,90,0.8045112781954887
18,magnitude_scaling,Magnitude Scaling + Jitter,GRU,432,90,0.13157894736842105
18,magnitude_scaling,Magnitude Scaling + Jitter,LSTM,432,90,0.12781954887218044
18,magnitude_scaling,Magnitude Scaling + Jitter,CNN-GRU,432,90,0.3383458646616541
18,magnitude_scaling,Magnitude Scaling + Jitter,RandomForest,432,90,0.943609022556391
18,mixup_jitter,Mixup + Jitter,1D-CNN,432,90,0.7969924812030075
18,mixup_jitter,Mixup + Jitter,GRU,432,90,0.11278195488721804
18,mixup_jitter,Mixup + Jitter,LSTM,432,90,0.10150375939849623
18,mixup_jitter,Mixup + Jitter,CNN-GRU,432,90,0.4473684210526316
18,mixup_jitter,Mixup + Jitter,RandomForest,432,90,0.924812030075188
18,permutation,Permutation + Jitter,1D-CNN,432,90,0.8045112781954887
18,permutation,Permutation + Jitter,GRU,432,90,0.13909774436090225
18,permutation,Permutation + Jitter,LSTM,432,90,0.10526315789473684
18,permutation,Permutation + Jitter,CNN-GRU,432,90,0.39473684210526316
18,permutation,Permutation + Jitter,RandomForest,432,90,0.924812030075188
18,time_shift,Time Shift + Jitter,1D-CNN,432,90,0.7669172932330827
18,time_shift,Time Shift + Jitter,GRU,432,90,0.12781954887218044
18,time_shift,Time Shift + Jitter,LSTM,432,90,0.10526315789473684
18,time_shift,Time Shift + Jitter,CNN-GRU,432,90,0.35714285714285715
18,time_shift,Time Shift + Jitter,RandomForest,432,90,0.9323308270676691
18,time_warp,Time Warping + Jitter,1D-CNN,432,90,0.7255639097744361
18,time_warp,Time Warping + Jitter,GRU,432,90,0.10902255639097744
18,time_warp,Time Warping + Jitter,LSTM,432,90,0.15413533834586465
18,time_warp,Time Warping + Jitter,CNN-GRU,432,90,0.36466165413533835
18,time_warp,Time Warping + Jitter,RandomForest,432,90,0.9323308270676691
19,seed_only,Seed Only (No Synthetic),1D-CNN,361,0,0.8308270676691729
19,seed_only,Seed Only (No Synthetic),GRU,361,0,0.14661654135338345
19,seed_only,Seed Only (No Synthetic),LSTM,361,0,0.10526315789473684
19,seed_only,Seed Only (No Synthetic),CNN-GRU,361,0,0.2857142857142857
19,seed_only,Seed Only (No Synthetic),RandomForest,361,0,0.9548872180451128
19,magnitude_scaling,Magnitude Scaling + Jitter,1D-CNN,456,95,0.8458646616541353
19,magnitude_scaling,Magnitude Scaling + Jitter,GRU,456,95,0.12030075187969924
19,magnitude_scaling,Magnitude Scaling + Jitter,LSTM,456,95,0.10526315789473684
19,magnitude_scaling,Magnitude Scaling + Jitter,CNN-GRU,456,95,0.3684210526315789
19,magnitude_scaling,Magnitude Scaling + Jitter,RandomForest,456,95,0.9586466165413534
19,mixup_jitter,Mixup + Jitter,1D-CNN,456,95,0.9060150375939849
19,mixup_jitter,Mixup + Jitter,GRU,456,95,0.14285714285714285
19,mixup_jitter,Mixup + Jitter,LSTM,456,95,0.10526315789473684
19,mixup_jitter,Mixup + Jitter,CNN-GRU,456,95,0.38345864661654133
19,mixup_jitter,Mixup + Jitter,RandomForest,456,95,0.9548872180451128
19,permutation,Permutation + Jitter,1D-CNN,456,95,0.8872180451127819
19,permutation,Permutation + Jitter,GRU,456,95,0.19172932330827067
19,permutation,Permutation + Jitter,LSTM,456,95,0.10526315789473684
19,permutation,Permutation + Jitter,CNN-GRU,456,95,0.37969924812030076
19,permutation,Permutation + Jitter,RandomForest,456,95,0.9548872180451128
19,time_shift,Time Shift + Jitter,1D-CNN,456,95,0.9097744360902256
19,time_shift,Time Shift + Jitter,GRU,456,95,0.21052631578947367
19,time_shift,Time Shift + Jitter,LSTM,456,95,0.10526315789473684
19,time_shift,Time Shift + Jitter,CNN-GRU,456,95,0.3082706766917293
19,time_shift,Time Shift + Jitter,RandomForest,456,95,0.9661654135338346
19,time_warp,Time Warping + Jitter,1D-CNN,456,95,0.8533834586466166
19,time_warp,Time Warping + Jitter,GRU,456,95,0.13909774436090225
19,time_warp,Time Warping + Jitter,LSTM,456,95,0.10526315789473684
19,time_warp,Time Warping + Jitter,CNN-GRU,456,95,0.34210526315789475
19,time_warp,Time Warping + Jitter,RandomForest,456,95,0.9586466165413534
20,seed_only,Seed Only (No Synthetic),1D-CNN,380,0,0.8308270676691729
20,seed_only,Seed Only (No Synthetic),GRU,380,0,0.11654135338345864
20,seed_only,Seed Only (No Synthetic),LSTM,380,0,0.10526315789473684
20,seed_only,Seed Only (No Synthetic),CNN-GRU,380,0,0.3007518796992481
20,seed_only,Seed Only (No Synthetic),RandomForest,380,0,0.9060150375939849
20,magnitude_scaling,Magnitude Scaling + Jitter,1D-CNN,480,100,0.8233082706766918
20,magnitude_scaling,Magnitude Scaling + Jitter,GRU,480,100,0.12781954887218044
20,magnitude_scaling,Magnitude Scaling + Jitter,LSTM,480,100,0.10526315789473684
20,magnitude_scaling,Magnitude Scaling + Jitter,CNN-GRU,480,100,0.34210526315789475
20,magnitude_scaling,Magnitude Scaling + Jitter,RandomForest,480,100,0.9323308270676691
20,mixup_jitter,Mixup + Jitter,1D-CNN,480,100,0.8120300751879699
20,mixup_jitter,Mixup + Jitter,GRU,480,100,0.15789473684210525
20,mixup_jitter,Mixup + Jitter,LSTM,480,100,0.10526315789473684
20,mixup_jitter,Mixup + Jitter,CNN-GRU,480,100,0.37593984962406013
20,mixup_jitter,Mixup + Jitter,RandomForest,480,100,0.9135338345864662
20,permutation,Permutation + Jitter,1D-CNN,480,100,0.8872180451127819
20,permutation,Permutation + Jitter,GRU,480,100,0.16917293233082706
20,permutation,Permutation + Jitter,LSTM,480,100,0.10526315789473684
20,permutation,Permutation + Jitter,CNN-GRU,480,100,0.31203007518796994
20,permutation,Permutation + Jitter,RandomForest,480,100,0.9285714285714286
20,time_shift,Time Shift + Jitter,1D-CNN,480,100,0.8533834586466166
20,time_shift,Time Shift + Jitter,GRU,480,100,0.14285714285714285
20,time_shift,Time Shift + Jitter,LSTM,480,100,0.10526315789473684
20,time_shift,Time Shift + Jitter,CNN-GRU,480,100,0.30451127819548873
20,time_shift,Time Shift + Jitter,RandomForest,480,100,0.9172932330827067
20,time_warp,Time Warping + Jitter,1D-CNN,480,100,0.8157894736842105
20,time_warp,Time Warping + Jitter,GRU,480,100,0.13909774436090225
20,time_warp,Time Warping + Jitter,LSTM,480,100,0.10902255639097744
20,time_warp,Time Warping + Jitter,CNN-GRU,480,100,0.3609022556390977
20,time_warp,Time Warping + Jitter,RandomForest,480,100,0.9360902255639098
